id	split	category	text
tr_0331	train	phonetic	A black cat stretched lazily beside the warm kitchen stove.
tr_0332	train	phonetic	The quiet child drew a giant whale with purple chalk.
tr_0333	train	phonetic	Sharp winter winds shook the branches above the church.
tr_0334	train	phonetic	The friendly dentist explained why gentle brushing matters.
tr_0335	train	phonetic	A striped zebra watched the curious fox from across the field.
tr_0336	train	phonetic	The drummer struck a steady rhythm with both wooden sticks.
tr_0337	train	phonetic	Fresh snow covered every roof, fence, and parked bicycle.
tr_0338	train	phonetic	The small boat drifted beyond the bright green buoy.
tr_0339	train	phonetic	Rachel wrapped the fragile vase in several thick blankets.
tr_0340	train	phonetic	The brown dog jumped quickly over a fallen branch.
tr_0341	train	phonetic	Soft shadows moved across the wall as the candle flickered.
tr_0342	train	phonetic	The brave firefighter checked each hose before the drill.
tr_0343	train	phonetic	A cheerful crowd cheered when the final whistle sounded.
tr_0344	train	phonetic	The old clock chimed exactly as the theater doors opened.
tr_0345	train	phonetic	Heavy rain drummed against the glass throughout the night.
tr_0346	train	phonetic	The ship passed the sheep grazing near the deep blue sea.
tr_0347	train	phonetic	Luke pulled a full blue book from the wooden shelf.
tr_0348	train	phonetic	Dan set the red bag beside the black desk.
tr_0349	train	phonetic	We live near the green field, but we leave before evening.
tr_0350	train	phonetic	A rare bird circled near the old pier before disappearing.
tr_0351	train	expressive	You finished the report.
tr_0352	train	expressive	You finished the report?
tr_0353	train	expressive	You finished the report!
tr_0354	train	expressive	The package arrived this morning.
tr_0355	train	expressive	The package arrived this morning?
tr_0356	train	expressive	The package arrived this morning!
tr_0357	train	expressive	What an unexpected relief! It turned out that the missing keys were in my coat pocket.
tr_0358	train	expressive	We laughed about it for the rest of the day. Apparently, our team finished the project two days early!
tr_0359	train	expressive	Did you hear that we caught the last ferry just before it left the harbor? What a wonderful way to end the evening.
tr_0360	train	expressive	That was the best possible outcome! It turned out that a rainbow appeared above the dark clouds.
tr_0361	train	expressive	That news completely changed our plans. Apparently, the repaired radio suddenly began to play!
tr_0362	train	expressive	Did you hear that the surprise package arrived this morning? The whole room became suddenly quiet.
tr_0363	train	expressive	It was hard to believe we had missed something so obvious! It turned out that the trail was closed by a fallen tree.
tr_0364	train	expressive	It seemed disappointing at first. Apparently, everyone remembered the secret celebration!
tr_0365	train	expressive	Did you hear that the tiny plant produced its first flower? I honestly could not believe it.
tr_0366	train	expressive	I felt both surprised and grateful! It turned out that the ticket was still valid after all.
tr_0367	train	expressive	I wish we had discovered it sooner. Apparently, the lights returned just before dinner!
tr_0368	train	expressive	Did you hear that the dog had carried the newspaper indoors? For a moment, nobody knew what to say.
tr_0369	train	expressive	Everyone stopped and listened carefully! It turned out that the distant rumble was only a passing truck.
tr_0370	train	expressive	What an unexpected relief. Apparently, the old photograph showed the same house!
tr_0371	train	expressive	Did you hear that the concert ended with a beautiful quiet chord? We laughed about it for the rest of the day.
tr_0372	train	expressive	What a wonderful way to end the evening! It turned out that the missing keys were in my coat pocket.
tr_0373	train	expressive	That was the best possible outcome. Apparently, our team finished the project two days early!
tr_0374	train	expressive	Did you hear that we caught the last ferry just before it left the harbor? That news completely changed our plans.
tr_0375	train	expressive	The whole room became suddenly quiet! It turned out that a rainbow appeared above the dark clouds.
tr_0376	train	expressive	It was hard to believe we had missed something so obvious. Apparently, the repaired radio suddenly began to play!
tr_0377	train	expressive	Did you hear that the surprise package arrived this morning? It seemed disappointing at first.
tr_0378	train	expressive	I honestly could not believe it! It turned out that the trail was closed by a fallen tree.
tr_0379	train	expressive	I felt both surprised and grateful. Apparently, everyone remembered the secret celebration!
tr_0380	train	expressive	Did you hear that the tiny plant produced its first flower? I wish we had discovered it sooner.
tr_0381	train	short_status	Everything is ready now.
tr_0382	train	short_status	Please try that step again.
tr_0383	train	short_status	The connection has been lost.
tr_0384	train	short_status	Your audio file is ready.
tr_0385	train	short_status	Please check the delivery address.
tr_0386	train	short_status	The request was canceled.
tr_0387	train	short_status	Recording will begin shortly.
tr_0388	train	short_status	The update finished successfully.
tr_0389	train	short_status	No matching result was found.
tr_0390	train	short_status	Please wait for the signal.
tr_0391	train	short_status	The microphone is muted.
tr_0392	train	short_status	Your session has expired.
tr_0393	train	short_status	The download is almost complete.
tr_0394	train	short_status	Please enter a valid number.
tr_0395	train	short_status	The device is connected.
tr_0396	train	short_status	Something went wrong.
tr_0397	train	short_status	The message was sent.
tr_0398	train	short_status	Please choose another option.
tr_0399	train	short_status	The service is available again.
tr_0400	train	short_status	You may continue now.
va_0001	validation	held_out	The morning train arrived quietly while a light rain covered the platform before the station clock struck nine.
va_0002	validation	held_out	Could you verify the account number before sending the final confirmation and double-check the recipient's email address?
va_0003	validation	held_out	A narrow beam of sunlight crossed the floor and reached the blue cabinet near the entrance to the reading room.
va_0004	validation	held_out	The repair should cost $146.75 and take approximately three business days, including the time needed to obtain replacement materials.
va_0005	validation	held_out	Why did the navigation system choose the longer route through the valley instead of following the shorter highway?
va_0006	validation	held_out	Please leave the signed document with the receptionist on the third floor before the afternoon courier leaves the building.
va_0007	validation	held_out	The young actor paused, took a breath, and delivered the final line calmly.
va_0008	validation	held_out	Our appointment is at 9:35 a.m. on October 18, 2027.
va_0009	validation	held_out	Fresh basil, roasted garlic, and lemon gave the soup a bright flavor.
va_0010	validation	held_out	The API returned an HTTP 503 error, but the retry completed successfully.
va_0011	validation	held_out	What a strange coincidence! We selected exactly the same seat again.
va_0012	validation	held_out	A gentle breeze moved the white curtains beside the open window.
va_0013	validation	held_out	The package weighs 7.3 kilograms and measures 42 centimeters in length.
va_0014	validation	held_out	Would you read the street name aloud so I can enter it correctly?
va_0015	validation	held_out	The photographer waited until the clouds revealed the mountain peak.
va_0016	validation	held_out	Version 4.8.16 completed the task in 219 milliseconds.
va_0017	validation	held_out	Several bright fish moved beneath the surface of the shallow pond.
va_0018	validation	held_out	Please compare the printed label with the number shown on the screen.
va_0019	validation	held_out	The audience remained silent for a moment, then applauded with enthusiasm.
va_0020	validation	held_out	How much time do we have before the northern gate closes?
va_0021	validation	held_out	A compact filter removes background hum without damaging quiet consonants.
va_0022	validation	held_out	The final payment of $83.20 is due on February 6.
va_0023	validation	held_out	Rachel gently pushed the heavy drawer until the brass latch clicked.
va_0024	validation	held_out	Could the weather delay tomorrow evening's outdoor performance?
va_0025	validation	held_out	The museum displays a fragile compass beside several handwritten journals.
va_0026	validation	held_out	Call 202-555-0166 and ask for extension 304.
va_0027	validation	held_out	The tired traveler smiled when the familiar skyline appeared.
va_0028	validation	held_out	Please keep every original recording, even if a converted copy sounds cleaner.
va_0029	validation	held_out	Please open https://example.com/help and choose the audio settings page.
va_0030	validation	held_out	What a beautiful surprise to find fresh flowers waiting at the door!
va_0031	validation	held_out	The chef checked the sauce, lowered the heat, and covered the pan.
va_0032	validation	held_out	Our backup completed at 11:42 p.m. without reporting a single error.
va_0033	validation	held_out	A cheerful whistle echoed between the brick walls of the narrow alley.
va_0034	validation	held_out	Can you explain why this result differs from yesterday's measurement?
va_0035	validation	held_out	The green bicycle was parked beneath a flowering cherry tree.
va_0036	validation	held_out	Order 73184 will arrive between 2:15 and 4:45 on Wednesday.
va_0037	validation	held_out	The small sensor remained stable despite vibration, heat, and dust.
va_0038	validation	held_out	The verification code is no longer valid, so please request a new one.
va_0039	validation	held_out	Although the storm delayed the outdoor ceremony, the technicians protected every instrument and reopened the stage before the audience arrived.
va_0040	validation	held_out	Did anyone notice the silver key beside the folded newspaper?
te_0001	test	held_out	The courier placed a sealed envelope beside the old brass telephone.
te_0002	test	held_out	Why was the afternoon flight moved from gate 12 to gate 27?
te_0003	test	held_out	Please confirm that the replacement part matches the original drawing.
te_0004	test	held_out	The total comes to $294.60 after an 8% discount.
te_0005	test	held_out	A sudden gust scattered yellow leaves across the empty basketball court.
te_0006	test	held_out	Could you repeat the access code slowly, one digit at a time?
te_0007	test	held_out	The CPU usage dropped after the background indexing task completed.
te_0008	test	held_out	Our next review begins at 10:20 a.m. on March 14, 2028.
te_0009	test	held_out	The violin sounded warm and clear inside the small wooden room.
te_0010	test	held_out	What an incredible view! The entire coastline is visible from here.
te_0011	test	held_out	A careful technician measured the voltage before replacing the fuse.
te_0012	test	held_out	Call 212-555-0172 if the delivery has not arrived by Friday.
te_0013	test	held_out	The children watched three bright balloons drift above the rooftops.
te_0014	test	held_out	Would a later appointment make the journey easier for you?
te_0015	test	held_out	The final report contains 36 charts, 12 tables, and 4 appendices.
te_0016	test	held_out	Soft thunder rolled beyond the hills as the evening sky darkened.
te_0017	test	held_out	Your session will end in two minutes.
te_0018	test	held_out	The new encoder preserves quiet speech while reducing steady background noise.
te_0019	test	held_out	How did the blue suitcase end up behind the locked office door?
te_0020	test	held_out	A friendly neighbor brought warm bread and a jar of blackberry jam.
te_0021	test	held_out	The motor reached 2,450 revolutions per minute without overheating.
te_0022	test	held_out	Could we postpone the announcement until every participant has arrived?
te_0023	test	held_out	The narrow path curved through tall grass toward a quiet lake.
te_0024	test	held_out	Version 7.2.9 reduced memory use by 17.5 percent.
te_0025	test	held_out	What a relief! The missing document was attached to the earlier message.
te_0026	test	held_out	The glass sculpture reflected green, violet, and golden light.
te_0027	test	held_out	Please read invoice 80419 before approving the electronic payment.
te_0028	test	held_out	The API gateway recovered within 320 milliseconds of the outage.
te_0029	test	held_out	Why does this wooden box feel heavier than the metal one?
te_0030	test	held_out	A small crowd gathered as the street musician played the final melody.
te_0031	test	held_out	The reservation covers four guests from June 11 through June 14.
te_0032	test	held_out	Could you describe the difference between the rough and smooth samples?
te_0033	test	held_out	The patient guide explained each step in a steady, reassuring voice.
te_0034	test	held_out	Visit https://example.org/status and enter reference 67231.
te_0035	test	held_out	A bright flash was followed by a low rumble several seconds later.
te_0036	test	held_out	Please restart the router only after the green status light stops blinking.
te_0037	test	held_out	The laboratory recorded a pressure of 101.6 kilopascals.
te_0038	test	held_out	How wonderful to hear everyone laughing together again!
te_0039	test	held_out	After reviewing every measurement, the engineering team wrote a detailed summary and recommended three practical changes for the next production run.
te_0040	test	held_out	Did the quiet buzzing sound begin before or after the update?
